,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Pack size,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
605,36,"Peppers, red, raw ",36.21,Market red p epper ,Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrig erated 
606,36,"Peppers, red, raw ",36.22,"Farm Fresh, red p epper s ",Farm Fresh ,Counts x6 ,21.11.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: The Greener y 313 EXP.KCB 1153 53243101/1 34/07 ,The Greener y 313 EXP.KCB 1153 53243101/1 34/07 ,Plastic ,Refrigerated ,Refrigerated 
607,37,"Peppers, red, boiled ",37.1,"Tesco, loose red pepper ",Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Tesco, Harford Bridges, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
608,37,"Peppers, red, boiled ",37.2,"Tesco, crunchy mixed peppers ",Tesco ,3 pack ,26.09.2011 ,"Tesco, Harford Bridges, Norwich ",01-Oct,03-Oct,GN ,Plastic ,Ambient ,Refrigerated 
609,37,"Pepper s, red, boiled ",37.3,"Asda, l oose red pepper ",Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
610,37,"Peppers, red, boiled ",37.4,"Asda , organics pepper s ",Asda ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Asda, Norwich ",,02-Oct,520568 07:57 GB -ORG -02 ,Plastic ,Ambient ,Refrigerated 
611,37,"Peppers, red, boiled ",37.5,,Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,,Refrigerated 
612,,"Peppers, red, boiled ",37.6,"Morrisons, m ixed pepper s ",Morrisons ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Morrisons, Norwich ",02-Oct,04-Oct,Kcb7 5 0258 2263 ,Plastic ,Ambient ,Refrigerated 
613,37,"Peppers, red, boiled ",37.7,"The Co -opera tive, 3 British m ixed pepper s ",The Co -operative ,Purchase Date: 26.09.2011 ,26.09.2011 ,"The Co-operative , Wymondham ",03-Oct,05-Oct,M038V NCE1U1 ,Plastic ,Ambient ,Refrigerated 
614,37,"Peppers, red, boiled ",37.8,"Aldi, mixed Pepper s ",Aldi ,3 pack mixed ,,"Aldi, Norwich ",Best Before Date: ,Batch Number: 01438 3905 E 14:25 ,01438 3905 E 14:25 ,Plastic ,Ambient ,Refrigerated 
615,37,"Peppers, red, boiled ",37.9,"Tesco, Market Value, pepper s ",Tesco Market Value ,Minimum 3 fruits ,26.09.2011 ,"Tesco, Blue Boar Road, Norwich ",30-Sep,,P33 12:22 52168101 BV01 ,Net ,Ambient ,Refrigerated 
616,37,"Peppers, red, boiled ",37.1,Market red pepper s ,Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
617,37,"Peppers, red, boiled ",37.11,"Makro, peppers red ",Makro ,Count x3 pieces ,26.09.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: 353935 24273 verp :KCB 480 Jul cod e:252 ,353935 24273 verp :KCB 480 Jul cod e:252 ,Plastic ,Ambient ,Refrigerated 
618,37,"Peppers, red, boiled ",37.12,"Tesco, loose red pepper s ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
619,37,"Peppers, red, boiled ",37.13,"Tesco, twin pack pepper s ",Tesco ,2 pack ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",25-Nov,27-Nov,GZ ,Plastic ,,Refrigerated 
620,37,"Peppers, red, boiled ",37.14,"Asda, loose red pepper s ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
621,37,"Peppers, red, boiled ",37.15,"Asda, mixed pepper s ",Asda ,3 fruit ,21.11.2011 ,"Asda, Norwich ",25-Nov,27-Nov,450037,Plastic ,Ambient ,Refrigerated 
622,37,"Peppers, red, boiled ",37.16,"Sainsbury’s, loose red pepper ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Sainsbury’s , Longwater, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
623,37,"Peppers, red, boiled ",37.17,"Morrisons, org anic twin p epper s ",Morrisons ,2 pcs ,21.11.2011 ,"Morrisons, Norwich ",24-Nov,25-Nov,GB-ORG -05 0901 ,Plastic ,,Refrigerated 
624,37,"Peppers, red, boiled ",37.18,"The Co -operative, 3 m ixed peppers ",The Co -operative ,Purchase Date: 26.09.2011 ,26.09.2011 ,"The Co -operative, Wymondham ",Best Before Date: 25 Nov ,25-Nov,Supplied by M210 LG KCE114 ,Plastic ,Ambient ,
625,37,"Peppers, red, boiled ",37.19,"Oaklands, mixed p epper s ",Oaklands ,500g/3 pieces ,21.11.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: L-4603 W -385 ,L-4603 W -385 ,Plastic ,Ambient ,Refrigerated 
626,37,"Peppers, red, boiled ",37.2,"Tesco, Market Value, p epper s ",Tesco Market Value ,Minimum 3 fruits ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",24-Nov,Batch Numb er: ,,Netting ,Ambient ,Refrigerated 
627,37,"Peppers, red, boiled ",37.21,Market red p epper ,Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated 
628,37,"Peppers, red, boiled ",37.22,"Farm Fresh, red p epper s ",Farm Fresh ,Counts x6 ,21.11.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: The Greenery 313 EXP.KCB 1153 53243101/1 34/07 ,The Greenery 313 EXP.KCB 1153 53243101/1 34/07 ,Plastic ,Refrigerated ,Refrigerated 
629,38,"Peppers, yellow, raw ",38.1,"Tesco, loose yellow pepper ",Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Tesco, Harford Bridges, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
630,38,"Peppers, yellow, raw ",,"Tesco, crunchy mixed peppers ",Tesco ,3 pack ,26.09.2011 ,"Tesco, Harford Bridges, Norwich ",01-Oct,03-Oct,GN ,Plastic ,Ambient ,Refrigerated 
631,38,"Peppers, yellow, raw ",38.3,"Asda, loose yellow pepper ",Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,
632,38,"Peppers, yellow, raw ",38.4,"Asda, loose yellow pepper ",Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
633,38,"Peppers, yellow, raw ",38.5,"Sainsbury’s, loose yellow pepper ",Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,,Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
634,38,"Peppers, yellow, raw ",38.6,,Morrisons ,500g ,26.09.2011 ,"Morrisons, Norwich ",01-Oct,03-Oct,kcb75 U 0258 22101 T17303/1008 ,Plast ic ,Ambient ,Refrigerated 
635,38,"Peppers, yellow, raw ",38.7,"Waitrose, organic, mixed peppers ",Waitrose o rganic ,X2 ,27.09.2 011 ,"Waitrose, Wymondham ",29-Sep,29-Sep,Supplier 272X CC ,Plastic ,Ambient ,Refrigerated 
636,38,"Peppers, yellow, raw ",38.9,"Sainsbury’s, basics, peppers ",,600g ,26.09.2011 ,"Sainsbury’s, Longwater, Norwich ",30-Sep,30-Sep,23 CO482A F B 5 13:20 7157218 08.09 ,Plastic ,,Refrigerated 
637,38,"Peppers, yellow, raw ",38.1,Market yellow peppers ,Pack size: ,Purchase Date: 26.09.2011 ,26.09.2011 ,"Independent m arket stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated 
638,38,"Peppers, yellow, raw ",38.11,"Farm Fresh, mixed peppers ",Farm Fresh ,Counts x 6 ,26.09.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 27/05 262 EXP.KCB 605 ,27/05 262 EXP.KCB 605 ,Plastic ,Chilled ,Refrigerated 
639,38,"Peppers, yellow, raw ",38.12,"Tesco, twin pack, peppers ",Tesco ,2 pack ,21.11.2011 ,"Tesco, Blue Boar Road, No rwich ",25-Nov,27-Nov,GZ ,Plastic ,Ambient ,Refrigerated 
640,38,"Peppers, yellow, raw ",38.13,"Tesco, loose yellow pepper ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
641,38,"Peppers, yellow, raw ",38.14,"Asda, loose yellow pepper ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
642,38,"Peppers, yellow, raw ",38.15,"Asda , mixed peppers ",Asda ,3 fruit ,21.11.2011 ,"Asda, Norwich ",25-Nov,27-Nov,450082,Plastic ,Ambient ,Refrigerated 
643,38,"Peppers, yellow, raw ",38.16,"Sainsbury’s, loose yellow pepper ",Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Sainsbury’s, Longwater, Norwich ",,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
644,38,"Peppers, yellow, raw ",38.17,"Morrisons, organic, twin peppers ",Morrisons organic ,2 pieces ,21.11.2011 ,"Morrisons, Norwich ",24-Nov,25-Nov,GB-ORG -05 0901 33178/0111 ,Plastic ,,Refrigerated 
645,38,"Peppers, yellow, raw ",38.18,"The Co -operative, 3 mixed peppers ",The Co -operative ,Purchase Date: 21.11.2011 ,21.11.2011 ,"The Co -operative, Wymondham ",Best Before Date: 25 Nov ,25-Nov,Supplied by M210  LG ,Plastic ,Ambient ,
646,38,"Peppers, yellow, raw ",38.19,"Oaklands, mixed peppers ",Oaklands ,500g / 3 pieces ,21.11.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: L-4603 W -385 ,L-4603 W -385 ,Plastic ,Ambient ,Refrigerated 
647,38,"Peppers, yellow, raw ",38.2,"Tesco, Market Value, p epper s ",Tesco Market Value ,Minimum 3 fruits ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",24-Nov,Batch Number: ,Packaging: Netting ,Netting ,Ambient ,Refrigerated 
648,38,"Peppers, yellow, raw ",38.21,Market yellow peppers ,Pack size: ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
649,38,"Peppers, yellow, raw ",38.22,"Makro, pepper mix ",Makro ,3 pieces ,21.11.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: 352285 23949 3584 46 -4 ,352285 23949 3584 46 -4 ,Plastic ,,Refrigerated 
650,39,"Bananas, raw, flesh only ",39.1,"Tesco, Fair Trade, bananas ",Tesco ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Tesco, Blue Boar Road, Norwich ",22-Nov,24-Nov,Supplier: PGS17 DON 12010 02221 ,Plastic ,Ambient ,Ambient 
651,,"Bananas, raw, flesh only ",39.2,"Tesco, k eep me , bananas ",Tesco ,Count: 5 ,18.11.2011 ,"Tesco, Blue Boar Road, No rwich ",19-Nov,22-Nov,Supplier code: PGS13 ,Plastic ,Ambient ,Ambient 
652,39,"Bananas, raw, flesh only ",39.3,"Asda o rganics , bananas ",Asda o rganics ,Minimum 5 fruits ,18.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 561007 ,561007,Plastic ,Ambient ,
653,,"Bananas, raw, flesh only ",39.4,"Fyffes, loose b ananas ",Fyffes ,Purchase Date: 18.11.2011 ,18.11.2011 ,"Asda, Norwich ",,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Ambient 
654,39,"Bananas, raw, flesh only ",39.5,"Sainsbury’s, 5 bananas, Fairtrade  ",Sainsbury’s ,Purchase Date: 18.11.2011 ,18.11.2011 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: W0982E FFLW0114 1768558 02.11 ,W0982E FFLW0114 1768558 02.11 ,Plastic ,Ambient ,Ambient 
655,39,"Bananas, raw, flesh only ",39.6,"Morrisons, b ananas ",Morrisons ,Count: 5 ,21.11.2011 ,"Morrisons, Norwich ",,24-Nov,0732 FL ,Plastic ,Ambient ,Ambient 
656,39,"Bananas, raw, flesh only ",39.7,"The Co -operative, Fairtrade loose b ananas ",The Co -operative ,Purchase Date: 21.11.2011 ,21.11.2011 ,"The Co -operative, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,
657,39,"Bananas, raw, flesh only ",39.1,"Consul, b ananas ",Consul ,Purchase Date: 21.11.2011 ,21.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Ambient 
658,39,"Bananas, raw, flesh only ",,"Farm Fresh, b ananas ",Farm Fresh ,Counts: 8 ,21.11.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 35/2 PR ,35/2 PR ,Plastic ,Chilled ,Ambient 
659,40,"Apples, eating, raw, flesh and skin ",40.1,"Tesco, British gala apples ",Tesco ,7 count ,14.11.2011 ,"Tesco, Blue Boar Road, Norwich ",17-Nov,19-Nov,NC71/91/9908 0560 000316507 ,Plastic ,Ambient ,Refrigerated 
660,40,"Apples, eating, raw, flesh and skin ",40.2,"Tesco, loose Golden Delicious apples ",Tesco ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: 4021 ,4021,Plastic ,Ambient ,Refrigerated 
661,40,"Apples, eating, raw, flesh and skin ",40.3,"Asda, Braeburn apples ",Asda ,5 fruit ,14.11.2011 ,"Asda, Norwich ",Best Before Date : ,,"GR.9061 -G94 PD307R 909567 PO. 147053, ",Plastic ,Ambient ,Refrigerated 
662,40,"Apples, eating, raw, flesh and skin ",40.4,Pink Lady apples ,Pink Lady ,4 pack ,14.11.2011 ,"Asda, Norwich ",22-Nov,24-Nov,375396 909008 ,Plastic ,,Refrigerated 
663,,"Apples, eating, raw, flesh and skin ",40.5,"Sainsbury’s, loose Royal Gala apples ",Pack size: ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Sains bury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: 4173 ,4173,Plastic ,Ambient ,Refrigerated 
664,40,"Apples, eating, raw, flesh and skin ",40.6,,Pack size: ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Morrisons, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambie nt ,Refrigerated 
665,,"Apples, eating, raw, flesh and skin ",40.7,"The Co -operative, British Royal Gala apples ",The Co -operative ,8 fruits ,14.11.2011 ,,Best Before Date: 20 Nov ,20-Nov,M2578 OFD 666600 11 NEA6U3 ,Plastic ,Ambient ,Refrigerated 
666,40,"Apples, eating, raw, flesh and skin ",40.8,"Aldi, Golden Delicious apples ",Aldi ,7 fruits ,14.11.2011 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier no: 1117 Defra code: E58530 4604 EW 86 ,Supplier no: 1117 Defra code: E58530 4604 EW 86 ,Plastic ,Ambient ,Refrigerated 
667,,"Apples, eating, raw, flesh and skin ",40.9,"Tesco, Market Value, apples ",Tesco Market Value ,Count: 5 fruits ,14.11.2011 ,,18-Nov,Batch Number: EW65 ,EW65 ,Plastic ,Ambient ,Refrigerated 
668,,"Apples, eating, raw, flesh and skin ",40.1,Market Braeburn apples ,Pack size: ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Independent market st all, Norwich ",Best Before Date: ,Batch Number: 4101 ,4101,Paper ,Ambient ,Refrigerated 
669,40,"Apples, eating, raw, flesh and skin ",40.12,"Tesco, British, Gala apples ",Tesco ,Count: 7 apples ,16.01.2012 ,"Tesco, Blue Boar Road, Norwich ",20-Jan,22-Jan,EW65 ,Plastic ,Ambient ,Refrigerated 
670,40,"Apples, eating, raw, flesh and skin ",40.13,"Tesco, Pink Lady apples ",Tesco ,Count: 6 fruit ,16.01.2012 ,"Tesco, Blue Boar Road, Norwich ",19-Jan,21-Jan,EW2 ,Plastic ,Ambient ,
671,40,"Apples, eating, raw, flesh and skin ",40.14,"Asda, loose Gala apples ",Pack size: ,Purchase Date: 16.01.2012 ,16.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 4133 ,4133,Plastic ,Ambient ,Refrigerated 
672,40,"Apples, eating, raw, flesh and skin ",40.16,"Sainsbury’s, loose Royal Gala apples ",Pack size: ,Purchase Date: 16.01.2012 ,16.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: 4173 ,4173,Plastic ,Ambient ,Refrigerated 
673,40,"Apples, eating, raw, flesh and skin ",40.17,"Morrisons, Golden Delicious apples ",Morrisons ,6 fruits ,16.01.2012 ,"Morrisons, Norwich ",19-Jan,21-Jan,33077BTH1CON20141204:27 JV T16534/0808 ,Plastic ,Ambient ,Refrigerated 
674,40,"Apples, eating, raw, flesh and skin ",40.18,"Waitrose, Braeburn apples ",Waitrose ,4 fruit ,16.01.2012 ,"Waitrose, Wymondham ",23-Jan,Batch Number: 08.11  Supplier: 183MPM ,08.11  Supplier: 183MPM ,Plastic and polystyrene ,Ambient ,Refrigerated 
675,40,"Apples, eating, raw, flesh and skin ",40.19,"Val Venostra, loose Golden Delicious apples ",Val Venostra ,Purchase Date: 16.01.2012 ,16.01.2012 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
676,40,"Apples, eating, raw, flesh and skin ",40.2,"Asda, Smart Price , apples ",Asda Smart Price ,8 fruits ,16.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 909689 PO: 451301 PD: 013 TR: 2480 ASP1107895 ,909689 PO: 451301 PD: 013 TR: 2480 ASP1107895 ,Plastic ,Ambient ,Refrigerated 
677,40,"Apples, eating, raw, flesh and skin ",40.21,Market Royal Gala apples ,Pack size: ,Purchase Date: 16.01.2012 ,16.01.2012 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,
678,41,"Apples, cooking, stewed, flesh only ",41.1,"Tesco, loose Bramley apple ",Pack size: ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Tesco, Blue Boar Road , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
679,41,"Apples, cooking, stewed, flesh only ",41.2,"Tesco, British, Bramley apples ",Tesco ,5 apples ,14.11.2011 ,"Tesco, Blue Boar Road , Norwich ",20-Nov,20-Nov,HC09 ,Plastic ,Ambient ,Refrigerated 
680,41,"Apples, cooking, stewed, flesh only ",41.3,"Asda, loose cooking apples ",Pack size: ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
681,41,"Apples, cooking, stewed, flesh only ",41.4,"Asda, British, Braml ey apples ",Asda ,4 apples ,14.11.2011 ,"Asda , Norwich ",Best Before Date: ,Batch Number: 909614 GR: NC 66661011/PD 314C ASP1112826 ,909614 GR: NC 66661011/PD 314C ASP1112826 ,Plastic ,,Refrigerated 
682,41,"Apples, cooking, stewed, flesh only ",41.5,"Sainsbury’s, Bramley apples ",Sainsbury’s ,5 apples ,14.11.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 21 Nov ,21-Nov,N07 00218DB 1409895 07.11 ,Plastic & net ,Ambient ,Refrigerated 
683,41,"Apples, cooking, stewed, flesh only ",41.6,"Morrisons, loose Bramley apples ",Pack size: ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Morrisons , Norwich ",Best Before Date: ,Batch Number: 4210 ,4210,Plastic ,Ambient ,Refrigerated 
684,41,"Apples, cooking, stewed, flesh only ",41.7,"The Co -operative, loose cooking  apples ",Pack size: ,Purchase Date: 14.11.2011 ,14.11.2011 ,"The Co -operative, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambien t ,Refrigerated 
685,,"Apples, cooking, stewed, flesh only ",41.8,"FruitLink, choice Wisbech Bramleys ",FruitLink ,5 apples ,14.11.2011 ,"Aldi, Nor wich ",Best Before Date: ,Batch Number: Supplier no: 1117 Defra code: E58530 4604 ,Supplier no: 1117 Defra code: E58530 4604 ,Plastic ,Ambient ,Refrigerated 
686,41,"Apples, cooking, stewed, flesh only ",41.9,Market cooking apples ,Pack size: ,Purchase Date: 14.11.2011 ,14.11.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,,Refrigerated 
687,41,"Apples, cooking, stewed, flesh only ",41.1,"Select Horeca, Bramley apples ",Select Horeca ,1.5 kg ,14.11.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: Supplier code: 24272 A22624 art no: 363565 Jul no: 313 ,Supplier code: 24272 A22624 art no: 363565 Jul no: 313 ,Plastic ,Ambient ,Refrigerated 
688,41,"Apples, cooking, stewed, flesh only ",41.11,"Tesco, loose Bramley apples ",Pack size: ,Purchase Date: 16.01.2012 ,16.01.2012 ,"Tesco, Blue Boar Road, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
689,41,"Apples, cooking, stewed, flesh only ",41.12,"Tesco, British, Bramley apples ",Tesco ,X 5 ,16.01.2012 ,,20-Jan,22-Jan,EW31 ,Plastic ,Ambient ,Refrigerated 
690,41,"Apples, cooking, stewed, flesh only ",41.13,"Asda, loose cooking apples ",Pack size: ,Purchase Date: 16.01.2012 ,16.01.2012 ,"Asda, Nor wich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
691,41,"Apples, cooking, stewed, flesh only ",41.14,"Asda, loose cooking apples ",Pack size: ,Purchase Date: 16.01.2012 ,16.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
692,41,"Apples, c ooking, stewed, flesh only ",41.15,"Sainsbury’s, loose Bramley apples ",Pack size: ,Purchase Date: 16.01.2012 ,16.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: ,Batch Number: 4210 ,4210,Plastic ,Ambient ,Refrigerated 
693,41,"Apples, cooking, stewed, flesh only ",41.16,"Morrisons, loose Bramley apples ",Pack size: ,Purchase Date: 16.01.2012 ,16.01.2012 ,"Morrisons, Norwich ",Best Before Date: ,Batch Number: 4210 ,4210,Plastic ,Ambient ,Refrigerated 
694,41,"Apples, cooking, stewed, flesh o nly ",41.17,"The Co -operative, loose cooking apples ",Pack size: ,Purchase Date: 16.01.2012 ,16.01.2012 ,"The Co -operative, Wymondham ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
695,41,"Apples, cooking, stewed, flesh only ",41.18,"FruitLink, choice Wisbech Bramleys ",FruitLink ,5 fruit ,16.01.2012 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: Supplier no: 1117 Defra code: E58530 0304 ,Supplier no: 1117 Defra code: E58530 0304 ,Plastic ,Ambient ,Refrigerated 
696,41,"Apples, cooking, stewed, flesh only ",41.19,Market cooking apples ,Pack size: ,Purchase Date: 16.01.2012 ,16.01.2012 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Paper ,Paper ,Ambient ,Refrigerated 
697,41,"Apples, cooking, stewed, flesh only ",41.2,"Select Horeca, Bramley apples ",Select Horeca ,1.5kg ,16.01.2012 ,"Makro, Norwich ",Best Before Date: ,Batch Number: Supplier code: 24272 A22624 art no: 363565 Jul no: 010 ,Supplier code: 24272 A22624 art no: 363565 Jul no: 010 ,Plastic ,Ambient ,Refrigerated 
698,42,"Pears, raw, flesh and skin ",42.1,"Tesco, loose Conference pears ",Pack size: ,Purchase Date: 18.11.2011 ,18.11.2011 ,"Tesco, Blue B oar Road, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Ambient 
699,42,"Pears, raw, flesh and skin ",42.2,"Tesco, pears ",,Count: 5 fruit ,18.11.2011 ,"Tesco, Blue Boar Road , Norwich ",23-Nov,25-Nov,L15 kcb 3454 EW 100 ,Plastic ,,Ambient 
700,42,"Pears, raw, flesh and skin ",42.3,"Asda, loose Rocha pears ",Pack size: ,Purchase Date: 18.11.201 1 ,18.11.201 1 ,"Asda , Norwich ",Best Before Date: ,Batch Number: 3024 ,3024,Plastic ,Ambient ,Ambient 
701,42,"Pears, raw, flesh and skin ",42.4,"Asda, loose Conference pears ",Pack size: ,Purchase Date: 18.11.2011 ,18.11.2011 ,"Asda , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,
702,42,"Pears, raw, flesh and skin ",42.5,"Sainsbury’s, Conference pears ",Sainsbury’s ,7 pears ,18.11.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 27 Nov ,27-Nov,O0218C/19 117975 09.11 ,Plastic ,Ambient ,Ambient 
703,42,"Pears, raw, flesh and skin ",42.6,"Morrisons, Rocha pears ",Morrisons ,Purchase Date: 23.11.2011 ,23.11.2011 ,"Morrisons , Norwich ",24-Nov,26-Nov,26130B TH1 SOR2 322 1123:36 PJ ,,Ambient ,Ambient 
